sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
476	31|54|55|96	31|54	55|96	110|22|105|104|53|82|77|132|125|121|33|81|123|73|103|83|79|139|107|0	0.220411	0.444444	0.946293	0.88673	0.977901	0.974723
477	47|48|109|126	47|48	109|126	1|114|142|125|32|55|12|63|53|70|120|33|138|134|4|121|0|81|54|7	0.240222	0.666667	0.972904	0.9271	0.989311	0.987949
478	48|55|103|109	48|103	55|109	40|83|47|31|71|3|143|127|75|79|129|63|45|12|22|70|1|53|42|126	0.242914	0.727273	0.987008	0.962553	0.994434	0.991777
479	15|35|47|70	15|70	35|47	96|130|116|109|22|138|123|75|106|143|129|33|105|83|121|81|125|54|0|120	0.264192	0.75	0.970908	0.926649	0.989175	0.98762
480	15|48|71|103	15|71	48|103	119|42|130|117|104|7|123|81|49|77|22|113|83|45|40|126|132|127|55|21	0.27185	0.727273	0.989109	0.969753	0.996123	0.995124
481	31|71|109|126	31|109	71|126	33|83|136|3|107|82|141|32|45|114|105|132|48|108|81|77|138|123|110|40	0.258116	0.666667	0.932485	0.868862	0.969882	0.9636
482	35|55|96|103	35|96	55|103	33|22|125|11|58|141|42|142|116|105|126|75|32|63|143|49|95|83|119|113	0.237274	0.727273	0.970477	0.919369	0.987557	0.98566
483	35|54|96|125	35|54	96|125	0|5|1|58|49|28|53|127|138|142|81|4|33|73|15|128|88|117|11|83	0.25425	0.875	0.941447	0.871942	0.975294	0.972539
484	54|71|96|103	54|96	71|103	106|7|132|22|143|47|127|75|15|117|1|88|79|136|35|0|116|28|82|104	0.252101	0.727273	0.980586	0.953156	0.99265	0.990155
485	54|70|125|126	54|125	70|126	117|88|103|73|129|1|53|4|119|95|82|35|114|110|109|120|0|31|128|139	0.248767	0.666667	0.977458	0.939198	0.990701	0.988072
486	15|31|71|125	15|31	71|125	73|54|45|104|48|123|47|35|141|113|126|70|53|116|103|12|0|110|58|32	0.236231	0.615385	0.993841	0.983841	0.997885	0.997298
487	48|96|103|110	48|103	96|110	70|53|71|63|128|83|114|5|113|117|121|12|126|138|15|73|109|95|35|108	0.254518	0.666667	0.984181	0.955975	0.99419	0.992262
488	47|48|55|103	47|103	48|55	73|129|114|42|143|12|95|83|110|33|106|109|79|113|53|138|132|126|130|141	0.24499	0.8	0.968965	0.919025	0.988067	0.984448
489	35|47|54|96	35|47	54|96	138|4|63|127|45|5|28|104|119|123|83|7|108|71|15|117|12|121|0|42	0.26031	0.8	0.916366	0.845213	0.962952	0.957859
490	35|48|109|125	35|109	48|125	129|143|7|71|15|134|77|127|141|79|33|75|116|55|28|63|32|82|130|107	0.278913	0.727273	0.968221	0.914955	0.987547	0.981767
491	15|55|70|96	15|55	70|96	54|139|35|88|121|49|71|0|83|58|136|113|73|77|134|127|28|132|125|45	0.240062	0.666667	0.965981	0.923119	0.986077	0.984796
492	47|48|70|126	47|70	48|126	5|32|15|31|12|141|134|103|127|109|55|53|73|4|121|71|129|113|120|7	0.239093	0.727273	0.958492	0.899819	0.984064	0.979616
493	15|48|55|109	15|55	48|109	49|21|126|53|28|11|117|35|107|45|40|134|123|42|73|141|142|95|132|119	0.263304	0.666667	0.970182	0.918997	0.988469	0.987661
494	35|48|55|110	35|55	48|110	96|136|88|139|70|47|143|63|22|1|75|128|123|21|40|81|54|125|28|42	0.254494	0.666667	0.991841	0.975632	0.99661	0.996602
495	70|71|103|110	70|71	103|110	142|127|82|33|129|4|138|0|53|143|47|123|114|77|88|139|119|12|3|55	0.249364	0.533333	0.981709	0.952908	0.991975	0.991578
496	15|70|71|126	15|71	70|126	83|31|42|119|121|104|132|28|95|82|47|3|128|103|127|22|11|106|75|110	0.276918	0.666667	0.983033	0.955866	0.993091	0.990561
497	55|71|110|126	55|110	71|126	42|125|113|143|7|75|79|77|32|81|33|136|106|105|127|129|103|11|49|82	0.236822	0.666667	0.972577	0.926961	0.988948	0.987223
498	35|54|103|125	35|125	54|103	15|134|55|113|121|31|81|70|42|32|130|126|96|142|7|141|108|21|128|22	0.244664	0.75	0.990131	0.97137	0.996306	0.994238
499	31|54|110|126	31|54	110|126	53|114|32|81|1|88|106|108|82|129|103|12|55|28|104|116|123|5|48|45	0.245077	0.545455	0.955947	0.897039	0.981384	0.977193
500	48|55|109|125	48|55	109|125	53|108|73|28|82|75|21|129|106|45|88|104|42|127|120|121|123|105|114|3	0.247947	0.727273	0.957604	0.889675	0.982875	0.978505
501	15|47|70|126	15|126	47|70	4|53|129|95|5|75|32|3|54|88|138|21|55|48|1|132|113|79|139|22	0.252091	0.666667	0.959521	0.901864	0.984535	0.981263
502	15|48|70|110	15|110	48|70	96|32|28|142|7|21|22|109|35|73|54|125|129|45|88|138|108|132|116|75	0.278649	0.666667	0.978086	0.942684	0.99174	0.990305
503	47|71|109|125	47|71	109|125	117|130|116|70|81|53|95|113|35|54|3|136|0|58|79|4|88|77|142|7	0.259781	0.666667	0.978883	0.941463	0.992686	0.987809
504	31|35|47|96	31|47	35|96	83|110|22|143|128|126|11|104|33|109|54|79|127|81|108|107|48|12|130|116	0.229616	0.666667	0.97931	0.94367	0.992883	0.989348
505	15|55|103|126	15|55	103|126	48|114|121|125|3|7|138|70|123|22|95|132|75|128|88|45|136|142|119|73	0.241208	0.666667	0.973706	0.936508	0.988573	0.986834
506	35|47|54|109	35|47	54|109	113|117|7|40|125|32|33|139|136|4|121|83|88|15|0|95|107|21|123|48	0.269619	0.75	0.90603	0.828947	0.95908	0.955056
507	15|31|55|109	15|55	31|109	12|132|110|138|21|113|54|47|75|63|120|77|114|127|130|95|141|125|104|82	0.244896	0.666667	0.983559	0.956847	0.9928	0.989231
508	15|47|110|126	15|126	47|110	134|54|128|49|55|40|138|109|75|106|81|42|116|21|31|77|45|113|143|53	0.2483	0.8	0.968038	0.920697	0.987824	0.983422
509	31|70|96|103	31|103	70|96	126|12|123|110|116|120|139|33|134|21|106|83|121|108|53|114|107|127|0|104	0.239691	0.727273	0.956551	0.907365	0.981967	0.973758
510	15|70|71|125	15|70	71|125	104|4|31|83|105|77|73|116|32|21|12|141|113|55|114|88|128|106|121|53	0.225785	0.5	0.967867	0.918268	0.987953	0.982263
511	54|70|71|109	54|70	71|109	35|130|81|96|142|45|33|117|121|138|15|136|73|7|48|0|58|141|125|119	0.26968	0.666667	0.96883	0.929731	0.987062	0.981658
512	47|70|71|96	47|71	70|96	128|49|83|22|3|108|48|141|4|7|110|32|1|0|116|103|5|55|142|104	0.240149	0.6	0.938346	0.884008	0.974824	0.974023
513	31|48|55|109	31|109	48|55	117|125|40|103|70|1|7|120|47|123|141|79|110|95|33|108|143|129|82|96	0.264719	0.727273	0.988225	0.965362	0.994715	0.993312
514	31|35|48|126	31|35	48|126	103|15|125|95|71|40|119|3|0|106|1|54|53|88|138|28|70|139|7|83	0.254648	0.666667	0.985499	0.959845	0.994289	0.991582
515	54|55|70|126	54|70	55|126	116|33|47|113|5|103|83|32|95|79|45|105|119|96|15|81|123|132|28|12	0.26603	0.666667	0.978155	0.945392	0.99036	0.989456
516	47|70|109|125	47|109	70|125	49|82|119|77|15|121|120|116|108|53|126|75|141|21|142|139|12|88|107|83	0.243173	0.875	0.951545	0.894195	0.981154	0.975123
517	15|47|96|109	15|96	47|109	22|77|113|7|136|121|12|32|63|45|105|108|70|58|103|129|132|81|54|49	0.246348	0.666667	0.977004	0.935673	0.991573	0.98829
518	31|48|55|70	31|70	48|55	110|117|42|116|83|88|143|132|96|109|108|129|104|105|32|4|21|47|12|15	0.249437	0.666667	0.985245	0.960876	0.993267	0.992717
519	15|35|47|126	15|47	35|126	120|132|108|22|81|55|11|110|105|75|21|12|109|42|130|96|0|141|116|4	0.263036	0.8	0.972854	0.928666	0.989378	0.987494
520	55|71|96|109	55|71	96|109	1|103|32|139|105|0|113|40|132|7|42|73|108|11|138|119|114|15|81|120	0.263965	0.666667	0.966527	0.921893	0.986262	0.97766
521	31|54|70|71	31|54	70|71	105|48|32|95|129|0|7|116|127|42|103|110|75|21|63|45|106|73|4|1	0.254608	0.5	0.951778	0.898559	0.979992	0.979452
522	54|96|103|110	54|103	96|110	12|142|73|104|134|75|143|117|83|114|127|129|11|130|55|119|22|106|123|63	0.250757	0.666667	0.935551	0.876392	0.971754	0.96564
523	15|48|55|103	15|48	55|103	108|54|141|116|73|139|126|11|79|125|129|81|12|127|7|45|75|130|88|96	0.265244	0.727273	0.992096	0.977857	0.996805	0.995872
524	35|71|96|103	35|96	71|103	95|75|127|63|22|3|130|47|123|125|116|136|58|138|114|139|141|54|82|121	0.266645	0.75	0.988761	0.967906	0.995492	0.994742
525	48|55|96|110	48|55	96|110	141|81|21|53|127|63|105|82|11|113|106|73|114|138|12|109|7|116|33|1	0.258972	0.727273	0.975625	0.933518	0.991273	0.989023
526	35|54|55|70	35|55	54|70	5|32|58|15|28|47|141|42|83|21|104|53|127|116|75|126|105|82|139|81	0.244787	0.666667	0.985941	0.962371	0.994153	0.991581
527	15|47|103|126	15|103	47|126	40|54|120|106|79|42|139|107|123|125|3|96|22|33|83|75|77|11|81|128	0.23134	0.8	0.968568	0.9219	0.987538	0.981491
528	55|70|103|110	55|110	70|103	49|143|77|128|138|0|129|1|106|109|53|42|108|83|28|105|4|7|132|63	0.248855	0.666667	0.953052	0.896343	0.978653	0.977109
529	31|55|71|126	31|126	55|71	32|129|33|48|95|40|107|136|58|114|82|75|127|81|0|117|53|63|134|7	0.23853	0.666667	0.954931	0.899772	0.980622	0.970921
530	31|54|70|96	31|54	70|96	5|48|63|40|103|32|104|126|130|0|7|114|42|129|127|141|22|106|108|88	0.244283	0.666667	0.951442	0.90944	0.980079	0.978306
531	31|54|96|125	31|54	96|125	71|22|42|127|82|35|1|28|110|106|47|53|136|15|33|77|113|104|40|108	0.245441	0.666667	0.980911	0.953221	0.992548	0.989937
532	47|48|55|71	47|71	48|55	139|141|116|77|5|119|123|114|138|63|75|54|81|53|45|105|121|0|1|126	0.22712	0.615385	0.968268	0.919513	0.988752	0.986241
533	48|55|96|103	48|96	55|103	123|1|0|70|82|104|5|32|77|63|126|138|21|114|12|73|107|127|4|83	0.243249	0.727273	0.980339	0.946303	0.993082	0.992777
534	35|47|103|109	35|103	47|109	107|77|104|45|143|106|134|117|71|121|1|22|95|142|79|33|130|81|88|42	0.254357	0.8	0.920093	0.837001	0.964392	0.946728
535	71|96|109|110	71|96	109|110	11|55|113|42|127|117|83|104|47|63|58|1|21|130|3|7|105|132|103|33	0.263565	0.666667	0.985128	0.961329	0.994732	0.99411
536	15|96|110|126	15|96	110|126	31|134|3|81|132|42|12|138|28|4|45|77|109|11|70|73|49|139|123|114	0.247021	0.615385	0.976949	0.938635	0.990599	0.987879
537	47|70|96|109	47|70	96|109	4|114|55|127|58|107|48|123|75|35|130|77|0|104|31|49|121|142|54|63	0.233034	0.444444	0.972139	0.929059	0.989484	0.984898
538	47|55|103|126	47|103	55|126	125|48|129|119|114|139|49|3|58|53|28|15|83|116|96|132|82|1|4|79	0.230235	0.727273	0.952852	0.884496	0.98064	0.980002
539	47|96|109|126	47|109	96|126	134|136|79|108|83|125|42|55|116|141|129|4|119|77|104|110|73|106|117|128	0.238124	0.8	0.908683	0.848238	0.957892	0.95483
540	48|54|55|96	48|55	54|96	71|119|121|32|70|82|47|53|116|104|143|114|132|136|123|108|79|139|107|7	0.244542	0.727273	0.981472	0.950869	0.992727	0.992129
541	54|55|70|109	54|70	55|109	0|119|73|139|113|110|82|117|136|116|120|22|83|106|103|128|138|53|123|81	0.265737	0.666667	0.944134	0.899457	0.976533	0.971168
542	35|47|55|103	35|47	55|103	127|5|143|49|104|1|134|58|110|77|141|108|142|114|4|11|88|106|119|15	0.227901	0.666667	0.941719	0.862599	0.974319	0.969026
543	15|55|96|126	15|55	96|126	119|88|35|0|136|11|47|132|1|114|106|105|116|4|129|134|48|22|121|107	0.253766	0.666667	0.974244	0.932175	0.988885	0.988393
544	35|48|71|126	35|126	48|71	134|42|75|130|108|119|113|53|107|0|105|21|88|3|120|103|95|83|40|136	0.275493	0.75	0.96926	0.91712	0.98803	0.984861
545	35|54|96|103	35|96	54|103	48|63|47|5|120|53|75|109|95|49|107|121|127|3|83|7|106|104|22|58	0.258363	0.75	0.985021	0.960218	0.993552	0.991298
546	55|96|109|126	55|126	96|109	136|63|7|113|82|58|139|121|3|81|28|117|108|132|83|106|11|40|22|75	0.256715	0.666667	0.932904	0.866522	0.971761	0.967447
547	31|47|103|125	31|47	103|125	1|129|126|40|138|96|108|70|81|82|49|88|75|136|123|95|142|132|110|54	0.221086	0.875	0.983984	0.955111	0.995144	0.992238
548	70|71|110|126	70|110	71|126	82|88|143|130|128|103|106|132|33|0|142|120|117|55|119|35|42|96|73|105	0.266975	0.666667	0.969613	0.924134	0.987761	0.985432
549	47|48|55|126	47|48	55|126	4|142|104|71|109|88|105|21|77|107|121|110|3|22|75|0|11|49|103|134	0.243755	0.666667	0.957126	0.89641	0.983261	0.983196
550	48|96|109|110	48|110	96|109	88|143|132|129|28|63|106|4|104|5|40|120|21|117|113|15|108|126|7|136	0.267069	0.666667	0.961432	0.90873	0.985202	0.978472
551	31|48|55|126	31|55	48|126	142|130|32|141|81|21|11|104|121|0|82|125|3|53|33|42|105|45|71|113	0.237048	0.666667	0.949425	0.884509	0.977423	0.976141
552	15|47|71|126	15|47	71|126	77|40|83|142|32|105|35|3|114|129|127|134|109|54|125|0|132|96|53|12	0.239706	0.615385	0.961198	0.904283	0.985188	0.982422
553	35|48|54|103	35|54	48|103	141|58|96|3|32|79|88|119|53|114|134|143|123|0|128|120|125|130|75|138	0.260058	0.75	0.975265	0.93343	0.990051	0.987267
554	48|71|109|110	48|110	71|109	42|107|21|141|116|121|106|108|143|53|47|3|75|104|7|63|114|70|73|49	0.271159	0.615385	0.988967	0.968045	0.995866	0.99567
555	47|55|71|125	47|125	55|71	121|88|33|113|3|119|136|126|130|73|123|143|77|11|49|21|75|22|103|58	0.249441	0.875	0.958868	0.891345	0.985159	0.979784
556	47|71|103|110	47|103	71|110	128|123|45|114|0|54|142|81|116|3|77|32|138|73|132|83|126|28|95|107	0.260027	0.727273	0.967532	0.917182	0.988239	0.98522
557	15|31|35|109	15|35	31|109	21|79|40|70|113|73|143|53|75|28|55|7|127|71|96|134|138|95|128|1	0.259424	0.666667	0.989301	0.967742	0.995504	0.992451
558	55|70|109|110	55|70	109|110	128|132|47|96|11|4|142|129|5|33|134|83|7|81|117|125|107|40|73|79	0.252633	0.666667	0.982943	0.955762	0.99286	0.992342
559	35|55|70|71	35|70	55|71	21|54|28|77|11|136|108|113|109|129|110|1|132|107|130|88|32|58|96|83	0.285847	0.666667	0.98317	0.957579	0.992968	0.991384
560	35|54|109|110	35|109	54|110	45|138|126|53|143|81|75|28|55|5|129|58|127|139|73|1|95|120|71|7	0.257881	0.75	0.959889	0.909117	0.983519	0.978316
561	31|47|110|125	31|125	47|110	143|48|71|107|108|109|116|21|95|105|82|142|119|28|127|58|55|32|106|104	0.240991	0.615385	0.967153	0.917421	0.987821	0.98236
562	70|103|109|110	70|109	103|110	12|129|75|136|54|142|117|143|125|5|21|63|33|77|114|81|31|55|58|1	0.236752	0.571429	0.982512	0.952928	0.993018	0.992761
563	35|54|110|125	35|125	54|110	70|134|73|96|132|55|40|49|126|31|129|7|120|45|75|88|141|71|121|130	0.262076	0.875	0.986176	0.960103	0.994626	0.990943
564	47|96|103|126	47|103	96|126	48|134|73|109|7|12|125|32|83|128|117|28|88|22|95|70|21|139|49|53	0.222708	0.666667	0.960474	0.904913	0.983651	0.982754
565	15|96|109|110	15|109	96|110	141|21|106|55|139|105|136|103|117|95|28|11|53|71|7|40|4|83|75|130	0.256134	0.571429	0.962312	0.911142	0.985492	0.983802
566	15|48|70|110	15|48	70|110	116|7|107|109|134|82|142|49|123|73|83|108|127|55|141|105|0|45|77|117	0.276606	0.727273	0.974011	0.933315	0.990139	0.985144
567	54|55|125|126	54|55	125|126	103|63|47|88|114|28|142|143|33|79|138|75|32|132|71|35|3|130|127|116	0.240996	0.666667	0.971943	0.925274	0.987243	0.982207
568	47|55|109|125	47|109	55|125	83|95|119|63|35|21|0|127|53|31|113|132|4|15|105|48|12|71|73|70	0.241279	0.666667	0.968664	0.91693	0.988237	0.981703
569	31|54|70|109	31|109	54|70	47|3|15|125|5|82|73|113|55|103|114|132|35|104|45|48|11|143|130|142	0.27195	0.666667	0.982247	0.961838	0.992909	0.991678
570	15|54|70|126	15|126	54|70	42|95|12|81|109|7|136|132|28|71|103|88|104|73|134|79|125|110|0|1	0.263393	0.666667	0.969301	0.924251	0.986697	0.984713
571	54|55|103|125	54|103	55|125	120|116|117|123|106|47|130|73|79|96|139|143|136|15|11|33|107|63|35|5	0.24885	0.727273	0.984608	0.957013	0.993018	0.991891
572	31|55|70|125	31|125	55|70	58|42|114|54|5|129|136|33|110|83|35|134|121|113|138|141|119|32|106|143	0.228604	0.666667	0.970064	0.922757	0.986265	0.97941
573	15|47|103|109	15|103	47|109	71|4|83|143|21|138|73|129|134|45|75|142|70|132|54|77|126|113|42|106	0.257334	0.8	0.980414	0.943583	0.992477	0.990125
574	47|96|109|110	47|110	96|109	45|114|0|77|48|33|7|116|53|123|129|15|28|75|141|55|42|49|35|121	0.252577	0.8	0.924007	0.855294	0.967271	0.966054
575	15|35|54|71	15|35	54|71	123|33|126|134|136|5|47|83|70|125|58|139|45|73|117|53|127|143|12|88	0.243038	0.5	0.988776	0.967298	0.99562	0.9935
576	48|54|96|126	48|96	54|126	81|22|35|0|49|106|55|73|113|5|1|125|15|32|109|121|83|104|95|119	0.257932	0.666667	0.964169	0.909907	0.984257	0.976965
577	15|35|54|110	15|35	54|110	11|128|120|5|117|33|79|42|1|136|129|82|49|121|96|127|138|103|53|116	0.273975	0.75	0.975371	0.933093	0.990065	0.985394
578	15|47|103|125	15|103	47|125	114|113|55|73|106|35|109|71|12|33|28|120|48|49|107|22|1|110|3|21	0.244469	0.875	0.966336	0.913102	0.986452	0.982056
579	15|54|70|71	15|54	70|71	31|96|119|21|48|5|139|123|132|58|3|47|83|79|114|4|49|55|88|95	0.254551	0.666667	0.986887	0.965384	0.994659	0.994243
580	47|70|71|125	47|70	71|125	106|126|107|110|82|136|45|7|117|128|31|5|58|141|15|4|63|40|134|81	0.23928	0.5	0.96616	0.92037	0.987548	0.979433
581	35|70|96|109	35|70	96|109	142|108|31|7|54|119|132|105|129|53|71|21|103|12|139|128|114|113|49|123	0.262562	0.666667	0.98499	0.959819	0.994065	0.993935
582	47|48|109|126	47|109	48|126	106|55|49|42|95|35|123|22|83|71|70|129|96|73|108|113|33|28|88|139	0.261149	0.8	0.971417	0.925779	0.988182	0.986557
583	47|48|96|103	47|96	48|103	0|119|45|31|49|71|106|117|104|77|7|130|70|79|22|107|54|113|4|136	0.240166	0.727273	0.975675	0.934545	0.990522	0.984987
584	70|71|109|125	70|71	109|125	42|55|142|7|116|49|81|121|82|107|127|88|45|31|95|136|73|35|77|0	0.262711	0.875	0.965051	0.919977	0.98671	0.985506
585	70|71|96|125	70|96	71|125	53|81|48|110|12|139|105|106|31|63|113|54|45|28|33|116|22|141|95|35	0.237126	0.666667	0.983585	0.955568	0.993629	0.990004
586	15|54|96|109	15|109	54|96	45|81|103|21|22|58|136|125|4|47|95|114|110|126|119|53|71|142|134|79	0.237635	0.5	0.980714	0.954315	0.9924	0.991226
587	15|47|71|110	15|71	47|110	109|103|136|139|82|54|116|96|117|106|70|1|63|129|142|132|134|127|21|130	0.271827	0.666667	0.972515	0.932418	0.990285	0.987658
588	54|70|96|125	54|96	70|125	35|5|106|63|95|12|119|88|138|113|15|127|104|116|7|4|31|82|79|49	0.244742	0.875	0.955221	0.906498	0.982815	0.979199
589	31|47|96|109	31|96	47|109	114|130|126|132|4|81|113|142|79|77|103|3|110|104|128|88|143|129|0|70	0.233801	0.666667	0.97154	0.92783	0.989902	0.986297
590	47|54|70|125	47|70	54|125	114|113|7|71|35|109|142|119|104|143|108|4|73|95|128|82|117|28|21|130	0.239885	0.5	0.960629	0.905769	0.984787	0.977006
591	48|55|70|110	48|70	55|110	83|106|126|143|71|128|5|63|119|73|4|117|123|141|75|130|132|3|49|40	0.262897	0.666667	0.964684	0.910079	0.98574	0.985291
592	70|109|110|126	70|110	109|126	22|105|128|103|141|40|35|120|132|3|123|134|82|107|104|96|0|11|117|79	0.273971	0.666667	0.958497	0.900272	0.982732	0.982727
593	47|48|70|103	47|70	48|103	63|106|54|110|88|3|15|32|136|134|126|35|132|105|107|82|1|49|95|75	0.253618	0.666667	0.976601	0.940032	0.991547	0.986056
594	31|47|71|110	31|71	47|110	35|63|128|58|75|81|73|141|117|120|7|108|70|130|1|15|3|95|83|5	0.256074	0.666667	0.967851	0.914951	0.987672	0.981351
595	31|48|103|110	31|110	48|103	123|0|132|142|128|21|121|134|58|125|73|129|3|4|114|136|28|11|53|1	0.242963	0.615385	0.946822	0.881708	0.975926	0.970678
596	55|103|125|126	55|103	125|126	117|5|7|45|33|49|11|81|4|138|114|121|12|3|113|31|120|63|82|132	0.239867	0.875	0.976848	0.938387	0.990504	0.988962
597	35|47|71|103	35|47	71|103	4|113|136|132|70|116|3|123|22|11|55|130|7|107|82|127|108|105|48|120	0.273621	0.75	0.974868	0.932529	0.990595	0.986421
598	35|48|55|110	35|48	55|110	1|53|31|45|47|11|104|58|83|113|134|143|139|125|0|21|70|142|136|96	0.252591	0.666667	0.987567	0.964528	0.994907	0.990452
599	15|31|71|125	15|71	31|125	77|114|109|11|120|103|22|141|75|70|129|42|143|116|63|53|48|55|117|49	0.249461	0.875	0.993649	0.982012	0.997854	0.997801
600	35|54|70|126	35|126	54|70	3|11|141|125|113|103|142|130|1|7|28|21|79|108|132|95|33|120|96|73	0.27093	0.75	0.963584	0.909534	0.984637	0.981029
601	96|109|110|126	96|109	110|126	11|21|58|121|116|70|75|88|4|123|35|28|7|127|132|104|47|73|1|53	0.244522	0.6	0.981888	0.950716	0.992797	0.99099
602	54|71|96|110	54|110	71|96	132|128|28|3|136|125|109|121|47|126|139|79|53|130|31|134|73|105|63|7	0.260372	0.666667	0.984956	0.958264	0.994209	0.993359
603	15|35|54|55	15|35	54|55	22|103|45|116|123|143|117|82|1|11|88|132|136|32|47|5|75|126|31|77	0.262128	0.666667	0.984189	0.957447	0.993371	0.98951
604	48|70|96|126	48|96	70|126	71|123|107|143|54|79|138|47|108|119|3|141|128|75|4|49|142|21|139|95	0.251956	0.727273	0.978492	0.944745	0.99077	0.986919
605	55|71|96|103	55|96	71|103	77|53|119|42|40|54|3|136|113|21|106|1|125|4|83|49|139|88|73|82	0.228557	0.6	0.974802	0.936885	0.989292	0.986367
606	55|96|125|126	55|96	125|126	79|134|47|15|130|113|54|21|42|71|120|139|28|81|103|132|75|121|40|31	0.225527	0.615385	0.984832	0.959117	0.993957	0.992547
607	15|54|70|110	15|70	54|110	113|121|103|143|138|77|119|55|3|117|1|79|109|132|63|114|83|42|106|141	0.272097	0.666667	0.970403	0.927779	0.987566	0.986993
608	70|109|125|126	70|109	125|126	54|138|40|128|129|113|33|110|48|79|4|117|114|22|77|73|103|104|49|121	0.262225	0.875	0.980848	0.944706	0.991671	0.990414
609	55|70|103|109	55|70	103|109	113|15|143|132|22|75|40|3|63|125|95|53|42|134|21|110|141|88|106|33	0.2492	0.666667	0.936411	0.872552	0.971003	0.969149
610	47|70|96|126	47|70	96|126	33|88|1|32|123|11|110|107|128|136|45|58|132|48|53|3|142|54|95|121	0.239417	0.666667	0.953064	0.89294	0.980636	0.978254
611	47|48|70|96	47|70	48|96	110|45|95|33|75|28|108|120|113|40|139|53|132|83|12|73|11|130|141|1	0.24141	0.666667	0.906437	0.82881	0.960593	0.94785
612	71|96|125|126	71|96	125|126	116|53|141|83|110|142|127|136|75|134|108|32|28|4|113|5|114|70|77|31	0.231122	0.615385	0.975234	0.932517	0.990314	0.989812
613	47|48|109|110	47|48	109|110	117|40|81|3|7|128|58|15|105|127|71|12|113|83|11|5|63|120|53|95	0.26258	0.727273	0.925403	0.838204	0.970469	0.964911
614	35|96|110|125	35|96	110|125	81|40|79|21|105|114|127|121|47|142|63|55|128|120|83|33|116|107|141|53	0.263326	0.75	0.985487	0.956907	0.994405	0.993652
615	71|96|110|126	71|96	110|126	3|108|58|48|5|114|12|33|82|132|77|73|117|45|103|130|106|125|107|40	0.236879	0.666667	0.958216	0.89196	0.983054	0.982254
616	31|47|96|109	31|96	47|109	81|128|22|1|116|103|15|117|82|3|127|141|53|95|7|123|48|49|21|129	0.235044	0.666667	0.939656	0.881225	0.975598	0.969769
617	15|103|109|126	15|103	109|126	4|104|1|125|88|21|110|63|40|58|11|81|129|12|130|33|127|54|71|3	0.225184	0.333333	0.978218	0.941495	0.990302	0.987549
618	15|71|96|125	15|96	71|125	129|120|22|31|35|48|117|82|138|136|53|128|7|103|114|45|47|142|105|28	0.247399	0.666667	0.986451	0.962766	0.9945	0.991573
619	15|35|55|96	15|96	35|55	95|141|83|77|106|123|70|105|32|128|88|75|113|4|63|104|107|31|21|58	0.2343	0.666667	0.971787	0.937446	0.9887	0.988233
620	15|55|110|125	15|125	55|110	0|114|134|3|128|142|7|22|1|116|138|48|5|28|105|88|109|79|71|129	0.238177	0.615385	0.973862	0.934446	0.988146	0.98127
621	35|48|54|71	35|71	48|54	108|117|31|116|11|132|70|0|82|32|109|5|28|75|107|58|130|4|53|45	0.291652	0.666667	0.98573	0.964286	0.995545	0.994406
622	70|96|109|125	70|125	96|109	11|40|75|121|138|81|21|141|7|4|128|54|130|5|58|113|28|48|107|95	0.2421	0.666667	0.983338	0.953958	0.993883	0.993843
623	31|47|109|110	31|110	47|109	83|11|116|138|42|49|71|28|132|55|143|53|58|81|96|7|12|114|108|107	0.238998	0.8	0.955327	0.897884	0.98303	0.978551
624	15|103|110|125	15|103	110|125	47|139|4|1|83|81|142|28|121|48|116|63|45|114|108|104|71|127|77|75	0.258509	0.727273	0.987538	0.96356	0.99463	0.992884
625	55|96|103|126	55|96	103|126	119|45|107|58|0|5|63|75|47|130|82|12|95|28|113|132|117|11|3|134	0.239786	0.666667	0.969827	0.925069	0.986787	0.986578
626	35|47|54|125	35|47	54|125	126|120|141|105|88|28|81|136|130|123|31|55|40|5|128|83|143|4|82|103	0.223093	0.75	0.959908	0.905889	0.985195	0.981759
627	47|48|70|110	47|110	48|70	32|113|116|129|138|15|11|53|114|106|125|96|141|81|28|128|121|132|12|58	0.25217	0.666667	0.96004	0.908996	0.984824	0.980402
628	35|54|55|96	35|55	54|96	125|113|33|123|73|132|104|120|77|109|58|71|21|5|136|47|106|129|40|22	0.26365	0.75	0.98203	0.950856	0.991807	0.990651
629	48|55|96|126	48|55	96|126	128|15|7|141|70|95|22|107|123|1|82|73|132|129|47|139|49|58|32|109	0.245203	0.666667	0.984254	0.953488	0.993692	0.992031
630	15|31|35|54	15|54	31|35	21|48|53|142|138|55|134|81|119|114|104|95|129|45|88|7|70|3|109|130	0.249993	0.666667	0.987495	0.964175	0.9949	0.993772
631	31|47|109|125	31|125	47|109	95|106|12|120|143|83|33|0|77|11|7|45|88|35|28|22|141|75|103|79	0.226227	0.666667	0.940967	0.861671	0.976987	0.964304
632	35|96|103|109	35|103	96|109	82|88|130|5|75|127|0|33|123|83|28|108|49|126|142|79|95|54|139|1	0.256051	0.666667	0.98914	0.970937	0.995552	0.993912
633	15|35|96|126	15|126	35|96	58|139|3|123|106|109|110|128|31|83|125|7|142|120|81|105|132|12|134|1	0.250394	0.75	0.976813	0.93727	0.990667	0.98845
634	15|48|103|125	15|48	103|125	104|81|141|73|32|128|136|129|49|123|113|53|108|126|83|95|96|138|119|134	0.232147	0.875	0.984476	0.959665	0.995281	0.993592
